"Plot Title: 22368011"
"#","Date Time, GMT-08:00","Low Range, μS/cm (LGR S/N: 22368011, SEN S/N: 22368011)","Temp, °C (LGR S/N: 22368011, SEN S/N: 22368011)","Coupler Detached (LGR S/N: 22368011)","Coupler Attached (LGR S/N: 22368011)","Host Connected (LGR S/N: 22368011)","Stopped (LGR S/N: 22368011)","End Of File (LGR S/N: 22368011)"
74,12/10/25 09:30:00 PM,365.3,8.50,,,,,
75,12/10/25 10:00:00 PM,364.9,8.46,,,,,
76,12/10/25 10:30:00 PM,364.4,8.44,,,,,
77,12/10/25 11:00:00 PM,364.2,8.44,,,,,
78,12/10/25 11:30:00 PM,363.8,8.41,,,,,
79,12/11/25 12:00:00 AM,363.8,8.40,,,,,
80,12/11/25 12:30:00 AM,363.8,8.40,,,,,
81,12/11/25 01:00:00 AM,363.9,8.39,,,,,
82,12/11/25 01:30:00 AM,363.7,8.36,,,,,
83,12/11/25 02:00:00 AM,363.6,8.34,,,,,
84,12/11/25 02:30:00 AM,363.4,8.34,,,,,
85,12/11/25 03:00:00 AM,363.0,8.29,,,,,
86,12/11/25 03:30:00 AM,362.8,8.29,,,,,
87,12/11/25 04:00:00 AM,362.6,8.27,,,,,
88,12/11/25 04:30:00 AM,362.5,8.23,,,,,
89,12/11/25 05:00:00 AM,362.5,8.21,,,,,
90,12/11/25 05:30:00 AM,362.1,8.19,,,,,
91,12/11/25 06:00:00 AM,361.8,8.14,,,,,
92,12/11/25 06:30:00 AM,361.7,8.13,,,,,
93,12/11/25 07:00:00 AM,361.4,8.10,,,,,
94,12/11/25 07:30:00 AM,361.5,8.08,,,,,
95,12/11/25 08:00:00 AM,361.7,8.08,,,,,
96,12/11/25 08:30:00 AM,361.6,8.08,,,,,
97,12/11/25 09:00:00 AM,361.2,8.10,,,,,
98,12/11/25 09:30:00 AM,361.5,8.12,,,,,
99,12/11/25 10:00:00 AM,362.0,8.18,,,,,
100,12/11/25 10:30:00 AM,362.8,8.24,,,,,
101,12/11/25 11:00:00 AM,363.9,8.35,,,,,
102,12/11/25 11:30:00 AM,364.9,8.45,,,,,
103,12/11/25 12:00:00 PM,365.8,8.53,,,,,
104,12/11/25 12:30:00 PM,366.9,8.64,,,,,
105,12/11/25 01:00:00 PM,367.9,8.73,,,,,
106,12/11/25 01:30:00 PM,368.5,8.79,,,,,
107,12/11/25 02:00:00 PM,369.1,8.85,,,,,
108,12/11/25 02:30:00 PM,369.5,8.90,,,,,
109,12/11/25 03:00:00 PM,370.2,8.95,,,,,
110,12/11/25 03:30:00 PM,370.2,8.94,,,,,
111,12/11/25 04:00:00 PM,370.0,8.95,,,,,
112,12/11/25 04:30:00 PM,369.9,8.92,,,,,
113,12/11/25 05:00:00 PM,369.7,8.90,,,,,
114,12/11/25 05:30:00 PM,369.3,8.85,,,,,
115,12/11/25 06:00:00 PM,368.7,8.81,,,,,
116,12/11/25 06:30:00 PM,368.4,8.78,,,,,
117,12/11/25 07:00:00 PM,367.8,8.74,,,,,
118,12/11/25 07:30:00 PM,367.5,8.72,,,,,
119,12/11/25 08:00:00 PM,367.5,8.69,,,,,
120,12/11/25 08:30:00 PM,366.8,8.63,,,,,
121,12/11/25 09:00:00 PM,366.2,8.60,,,,,
122,12/11/25 09:30:00 PM,366.2,8.57,,,,,
123,12/11/25 10:00:00 PM,365.7,8.55,,,,,
124,12/11/25 10:30:00 PM,365.5,8.52,,,,,
125,12/11/25 11:00:00 PM,365.0,8.50,,,,,
126,12/11/25 11:30:00 PM,364.7,8.44,,,,,
127,12/12/25 12:00:00 AM,364.4,8.42,,,,,
128,12/12/25 12:30:00 AM,363.5,8.39,,,,,
129,12/12/25 01:00:00 AM,363.6,8.35,,,,,
130,12/12/25 01:30:00 AM,363.4,8.34,,,,,
131,12/12/25 02:00:00 AM,363.0,8.30,,,,,
132,12/12/25 02:30:00 AM,363.2,8.29,,,,,
133,12/12/25 03:00:00 AM,363.1,8.28,,,,,
134,12/12/25 03:30:00 AM,362.2,8.23,,,,,
135,12/12/25 04:00:00 AM,362.3,8.21,,,,,
136,12/12/25 04:30:00 AM,362.1,8.19,,,,,
137,12/12/25 05:00:00 AM,361.6,8.18,,,,,
138,12/12/25 05:30:00 AM,361.5,8.13,,,,,
139,12/12/25 06:00:00 AM,361.4,8.12,,,,,
140,12/12/25 06:30:00 AM,361.3,8.10,,,,,
141,12/12/25 07:00:00 AM,360.8,8.05,,,,,
142,12/12/25 07:30:00 AM,360.3,8.05,,,,,
143,12/12/25 08:00:00 AM,360.1,8.02,,,,,
144,12/12/25 08:30:00 AM,359.7,8.00,,,,,
145,12/12/25 09:00:00 AM,360.0,8.02,,,,,
146,12/12/25 09:30:00 AM,360.0,8.04,,,,,
147,12/12/25 10:00:00 AM,360.3,8.05,,,,,
148,12/12/25 10:30:00 AM,361.4,8.14,,,,,
149,12/12/25 11:00:00 AM,362.1,8.23,,,,,
150,12/12/25 11:30:00 AM,362.4,8.28,,,,,
151,12/12/25 12:00:00 PM,362.9,8.33,,,,,
152,12/12/25 12:30:00 PM,363.7,8.40,,,,,
153,12/12/25 01:00:00 PM,364.6,8.49,,,,,
154,12/12/25 01:30:00 PM,365.0,8.53,,,,,
155,12/12/25 02:00:00 PM,365.4,8.57,,,,,
156,12/12/25 02:30:00 PM,365.8,8.61,,,,,
157,12/12/25 03:00:00 PM,365.9,8.62,,,,,
158,12/12/25 03:30:00 PM,366.3,8.66,,,,,
159,12/12/25 04:00:00 PM,366.3,8.64,,,,,
160,12/12/25 04:30:00 PM,366.4,8.63,,,,,
161,12/12/25 05:00:00 PM,365.7,8.58,,,,,
162,12/12/25 05:30:00 PM,365.2,8.55,,,,,
163,12/12/25 06:00:00 PM,364.7,8.50,,,,,
164,12/12/25 06:30:00 PM,364.4,8.47,,,,,
165,12/12/25 07:00:00 PM,364.0,8.42,,,,,
166,12/12/25 07:30:00 PM,363.5,8.36,,,,,
167,12/12/25 08:00:00 PM,362.8,8.30,,,,,
168,12/12/25 08:30:00 PM,362.7,8.30,,,,,
169,12/12/25 09:00:00 PM,362.4,8.29,,,,,
170,12/12/25 09:30:00 PM,362.0,8.23,,,,,
171,12/12/25 10:00:00 PM,361.7,8.22,,,,,
172,12/12/25 10:30:00 PM,361.2,8.16,,,,,
173,12/12/25 11:00:00 PM,360.1,8.06,,,,,
174,12/12/25 11:30:00 PM,360.5,8.11,,,,,
175,12/13/25 12:00:00 AM,359.9,8.05,,,,,
176,12/13/25 12:30:00 AM,359.3,7.99,,,,,
177,12/13/25 01:00:00 AM,357.9,7.88,,,,,
178,12/13/25 01:30:00 AM,358.2,7.93,,,,,
179,12/13/25 02:00:00 AM,357.6,7.85,,,,,
180,12/13/25 02:30:00 AM,357.3,7.83,,,,,
181,12/13/25 03:00:00 AM,356.5,7.77,,,,,
182,12/13/25 03:30:00 AM,356.6,7.76,,,,,
183,12/13/25 04:00:00 AM,356.4,7.74,,,,,
184,12/13/25 04:30:00 AM,356.0,7.71,,,,,
185,12/13/25 05:00:00 AM,356.0,7.68,,,,,
186,12/13/25 05:30:00 AM,355.8,7.66,,,,,
187,12/13/25 06:00:00 AM,355.5,7.65,,,,,
188,12/13/25 06:30:00 AM,355.0,7.60,,,,,
189,12/13/25 07:00:00 AM,354.6,7.56,,,,,
190,12/13/25 07:30:00 AM,354.1,7.52,,,,,
191,12/13/25 08:00:00 AM,353.9,7.50,,,,,
192,12/13/25 08:30:00 AM,353.8,7.47,,,,,
193,12/13/25 09:00:00 AM,354.1,7.52,,,,,
194,12/13/25 09:30:00 AM,354.5,7.57,,,,,
195,12/13/25 10:00:00 AM,355.1,7.60,,,,,
196,12/13/25 10:30:00 AM,356.1,7.71,,,,,
197,12/13/25 11:00:00 AM,358.0,7.83,,,,,
198,12/13/25 11:30:00 AM,358.3,7.90,,,,,
199,12/13/25 12:00:00 PM,359.5,8.01,,,,,
200,12/13/25 12:30:00 PM,360.5,8.12,,,,,
201,12/13/25 01:00:00 PM,361.3,8.18,,,,,
202,12/13/25 01:30:00 PM,362.2,8.30,,,,,
203,12/13/25 02:00:00 PM,362.6,8.33,,,,,
204,12/13/25 02:30:00 PM,363.2,8.39,,,,,
205,12/13/25 03:00:00 PM,363.5,8.42,,,,,
206,12/13/25 03:30:00 PM,363.5,8.42,,,,,
207,12/13/25 04:00:00 PM,363.5,8.40,,,,,
208,12/13/25 04:30:00 PM,362.7,8.33,,,,,
209,12/13/25 05:00:00 PM,362.1,8.28,,,,,
210,12/13/25 05:30:00 PM,361.9,8.29,,,,,
211,12/13/25 06:00:00 PM,361.5,8.24,,,,,
212,12/13/25 06:30:00 PM,361.1,8.21,,,,,
213,12/13/25 07:00:00 PM,360.7,8.18,,,,,
214,12/13/25 07:30:00 PM,360.2,8.11,,,,,
215,12/13/25 08:00:00 PM,360.1,8.12,,,,,
216,12/13/25 08:30:00 PM,359.7,8.08,,,,,
217,12/13/25 09:00:00 PM,359.2,8.05,,,,,
218,12/13/25 09:30:00 PM,359.0,8.02,,,,,
219,12/13/25 10:00:00 PM,358.7,7.99,,,,,
220,12/13/25 10:30:00 PM,358.1,7.95,,,,,
221,12/13/25 11:00:00 PM,357.2,7.86,,,,,
222,12/13/25 11:30:00 PM,356.7,7.82,,,,,
223,12/14/25 12:00:00 AM,356.3,7.79,,,,,
224,12/14/25 12:30:00 AM,355.5,7.69,,,,,
225,12/14/25 01:00:00 AM,355.5,7.69,,,,,
226,12/14/25 01:30:00 AM,354.4,7.58,,,,,
227,12/14/25 02:00:00 AM,353.5,7.51,,,,,
228,12/14/25 02:30:00 AM,352.4,7.40,,,,,
229,12/14/25 03:00:00 AM,353.2,7.44,,,,,
230,12/14/25 03:30:00 AM,353.2,7.45,,,,,
231,12/14/25 04:00:00 AM,353.1,7.44,,,,,
232,12/14/25 04:30:00 AM,351.4,7.27,,,,,
233,12/14/25 05:00:00 AM,351.0,7.21,,,,,
234,12/14/25 05:30:00 AM,350.5,7.15,,,,,
235,12/14/25 06:00:00 AM,351.8,7.29,,,,,
236,12/14/25 06:30:00 AM,349.5,7.05,,,,,
237,12/14/25 07:00:00 AM,349.5,7.07,,,,,
238,12/14/25 07:30:00 AM,349.0,6.99,,,,,
239,12/14/25 08:00:00 AM,349.0,6.98,,,,,
240,12/14/25 08:30:00 AM,349.6,7.04,,,,,
241,12/14/25 09:00:00 AM,349.5,7.02,,,,,
242,12/14/25 09:30:00 AM,350.2,7.07,,,,,
243,12/14/25 10:00:00 AM,352.0,7.27,,,,,
244,12/14/25 10:30:00 AM,352.7,7.35,,,,,
245,12/14/25 11:00:00 AM,354.9,7.56,,,,,
246,12/14/25 11:30:00 AM,355.6,7.62,,,,,
247,12/14/25 12:00:00 PM,356.8,7.73,,,,,
248,12/14/25 12:30:00 PM,357.6,7.82,,,,,
249,12/14/25 01:00:00 PM,358.3,7.91,,,,,
250,12/14/25 01:30:00 PM,359.8,8.07,,,,,
251,12/14/25 02:00:00 PM,360.7,8.16,,,,,
252,12/14/25 02:30:00 PM,361.6,8.22,,,,,
253,12/14/25 03:00:00 PM,362.8,8.29,,,,,
254,12/14/25 03:30:00 PM,361.3,8.21,,,,,
255,12/14/25 04:00:00 PM,361.2,8.14,,,,,
256,12/14/25 04:30:00 PM,361.1,8.13,,,,,
257,12/14/25 05:00:00 PM,360.0,8.06,,,,,
258,12/14/25 05:30:00 PM,360.2,8.07,,,,,
259,12/14/25 06:00:00 PM,360.0,8.05,,,,,
260,12/14/25 06:30:00 PM,359.9,8.04,,,,,
261,12/14/25 07:00:00 PM,359.2,7.96,,,,,
262,12/14/25 07:30:00 PM,359.2,7.96,,,,,
263,12/14/25 08:00:00 PM,358.9,7.94,,,,,
264,12/14/25 08:30:00 PM,358.7,7.88,,,,,
265,12/14/25 09:00:00 PM,358.8,7.88,,,,,
266,12/14/25 09:30:00 PM,358.2,7.79,,,,,
267,12/14/25 10:00:00 PM,359.0,7.83,,,,,
268,12/14/25 10:30:00 PM,359.2,7.82,,,,,
269,12/14/25 11:00:00 PM,358.4,7.71,,,,,
270,12/14/25 11:30:00 PM,358.6,7.71,,,,,
271,12/15/25 12:00:00 AM,356.6,7.47,,,,,
272,12/15/25 12:30:00 AM,356.6,7.49,,,,,
273,12/15/25 01:00:00 AM,356.9,7.46,,,,,
274,12/15/25 01:30:00 AM,356.6,7.39,,,,,
275,12/15/25 02:00:00 AM,356.9,7.41,,,,,
276,12/15/25 02:30:00 AM,356.1,7.28,,,,,
277,12/15/25 03:00:00 AM,356.1,7.26,,,,,
278,12/15/25 03:30:00 AM,355.9,7.19,,,,,
279,12/15/25 04:00:00 AM,355.9,7.22,,,,,
280,12/15/25 04:30:00 AM,356.2,7.24,,,,,
281,12/15/25 05:00:00 AM,356.0,7.19,,,,,
282,12/15/25 05:30:00 AM,355.1,7.12,,,,,
283,12/15/25 06:00:00 AM,354.6,7.05,,,,,
284,12/15/25 06:30:00 AM,355.8,7.17,,,,,
285,12/15/25 07:00:00 AM,354.6,7.04,,,,,
286,12/15/25 07:30:00 AM,354.0,6.98,,,,,
287,12/15/25 08:00:00 AM,354.1,6.99,,,,,
288,12/15/25 08:30:00 AM,354.3,7.01,,,,,
289,12/15/25 09:00:00 AM,356.6,7.21,,,,,
290,12/15/25 09:30:00 AM,355.5,7.10,,,,,
291,12/15/25 10:00:00 AM,356.6,7.19,,,,,
292,12/15/25 10:30:00 AM,358.1,7.35,,,,,
293,12/15/25 11:00:00 AM,359.1,7.45,,,,,
294,12/15/25 11:30:00 AM,360.1,7.55,,,,,
295,12/15/25 12:00:00 PM,361.6,7.67,,,,,
296,12/15/25 12:30:00 PM,362.4,7.76,,,,,
297,12/15/25 01:00:00 PM,365.5,8.06,,,,,
298,12/15/25 01:30:00 PM,367.0,8.18,,,,,
299,12/15/25 02:00:00 PM,367.4,8.22,,,,,
300,12/15/25 02:30:00 PM,368.1,8.29,,,,,
301,12/15/25 03:00:00 PM,368.2,8.24,,,,,
302,12/15/25 03:30:00 PM,367.9,8.22,,,,,
303,12/15/25 04:00:00 PM,367.9,8.22,,,,,
304,12/15/25 04:30:00 PM,368.5,8.24,,,,,
305,12/15/25 05:00:00 PM,368.5,8.23,,,,,
306,12/15/25 05:30:00 PM,366.3,8.01,,,,,
307,12/15/25 06:00:00 PM,365.8,7.96,,,,,
308,12/15/25 06:30:00 PM,365.2,7.90,,,,,
309,12/15/25 07:00:00 PM,365.4,7.90,,,,,
310,12/15/25 07:30:00 PM,365.0,7.86,,,,,
311,12/15/25 08:00:00 PM,364.5,7.82,,,,,
312,12/15/25 08:30:00 PM,363.6,7.72,,,,,
313,12/15/25 09:00:00 PM,363.5,7.69,,,,,
314,12/15/25 09:30:00 PM,363.7,7.71,,,,,
315,12/15/25 10:00:00 PM,363.7,7.68,,,,,
316,12/15/25 10:30:00 PM,362.8,7.60,,,,,
317,12/15/25 11:00:00 PM,363.1,7.65,,,,,
318,12/15/25 11:30:00 PM,362.1,7.51,,,,,
319,12/16/25 12:00:00 AM,362.1,7.52,,,,,
320,12/16/25 12:30:00 AM,364.0,7.69,,,,,
321,12/16/25 01:00:00 AM,360.9,7.38,,,,,
322,12/16/25 01:30:00 AM,361.3,7.41,,,,,
323,12/16/25 02:00:00 AM,360.6,7.34,,,,,
324,12/16/25 02:30:00 AM,360.8,7.33,,,,,
325,12/16/25 03:00:00 AM,360.5,7.33,,,,,
326,12/16/25 03:30:00 AM,361.7,7.38,,,,,
327,12/16/25 04:00:00 AM,361.2,7.37,,,,,
328,12/16/25 04:30:00 AM,359.7,7.19,,,,,
329,12/16/25 05:00:00 AM,361.7,7.37,,,,,
330,12/16/25 05:30:00 AM,359.6,7.18,,,,,
331,12/16/25 06:00:00 AM,358.9,7.12,,,,,
332,12/16/25 06:30:00 AM,359.2,7.13,,,,,
333,12/16/25 07:00:00 AM,358.7,7.10,,,,,
334,12/16/25 07:30:00 AM,359.3,7.15,,,,,
335,12/16/25 08:00:00 AM,360.8,7.29,,,,,
336,12/16/25 08:30:00 AM,360.8,7.28,,,,,
337,12/16/25 09:00:00 AM,361.4,7.33,,,,,
338,12/16/25 09:30:00 AM,362.1,7.38,,,,,
339,12/16/25 10:00:00 AM,362.9,7.46,,,,,
340,12/16/25 10:30:00 AM,365.6,7.73,,,,,
341,12/16/25 11:00:00 AM,368.5,8.02,,,,,
342,12/16/25 11:30:00 AM,369.8,8.13,,,,,
343,12/16/25 12:00:00 PM,373.6,8.52,,,,,
344,12/16/25 12:30:00 PM,374.8,8.61,,,,,
345,12/16/25 01:00:00 PM,377.8,8.90,,,,,
346,12/16/25 01:30:00 PM,379.7,9.06,,,,,
347,12/16/25 02:00:00 PM,381.2,9.22,,,,,
348,12/16/25 02:30:00 PM,393.7,10.37,,,,,
349,12/16/25 03:00:00 PM,384.5,9.48,,,,,
350,12/16/25 03:30:00 PM,385.1,9.56,,,,,
351,12/16/25 04:00:00 PM,384.2,9.50,,,,,
352,12/16/25 04:30:00 PM,384.9,9.57,,,,,
353,12/16/25 05:00:00 PM,384.2,9.48,,,,,
354,12/16/25 05:30:00 PM,382.8,9.38,,,,,
355,12/16/25 06:00:00 PM,381.1,9.17,,,,,
356,12/16/25 06:30:00 PM,384.1,9.36,,,,,
357,12/16/25 07:00:00 PM,381.9,9.18,,,,,
358,12/16/25 07:30:00 PM,381.6,9.12,,,,,
359,12/16/25 08:00:00 PM,379.2,8.89,,,,,
360,12/16/25 08:30:00 PM,377.8,8.74,,,,,
361,12/16/25 09:00:00 PM,376.6,8.71,,,,,
362,12/16/25 09:30:00 PM,376.3,8.69,,,,,
363,12/16/25 10:00:00 PM,375.6,8.66,,,,,
364,12/16/25 10:30:00 PM,374.8,8.61,,,,,
365,12/16/25 11:00:00 PM,374.4,8.56,,,,,
366,12/16/25 11:30:00 PM,374.6,8.53,,,,,
367,12/17/25 12:00:00 AM,374.4,8.44,,,,,
368,12/17/25 12:30:00 AM,374.9,8.40,,,,,
369,12/17/25 01:00:00 AM,375.7,8.39,,,,,
370,12/17/25 01:30:00 AM,374.4,8.30,,,,,
371,12/17/25 02:00:00 AM,373.7,8.28,,,,,
372,12/17/25 02:30:00 AM,372.7,8.24,,,,,
373,12/17/25 03:00:00 AM,372.4,8.21,,,,,
374,12/17/25 03:30:00 AM,371.7,8.14,,,,,
375,12/17/25 04:00:00 AM,372.4,8.22,,,,,
376,12/17/25 04:30:00 AM,371.4,8.27,,,,,
377,12/17/25 05:00:00 AM,373.6,8.32,,,,,
378,12/17/25 05:30:00 AM,374.0,8.29,,,,,
379,12/17/25 06:00:00 AM,373.3,8.24,,,,,
380,12/17/25 06:30:00 AM,372.0,8.24,,,,,
381,12/17/25 07:00:00 AM,372.4,8.27,,,,,
382,12/17/25 07:30:00 AM,373.3,8.32,,,,,
383,12/17/25 08:00:00 AM,373.4,8.35,,,,,
384,12/17/25 08:30:00 AM,373.4,8.42,,,,,
385,12/17/25 09:00:00 AM,375.2,8.56,,,,,
386,12/17/25 09:30:00 AM,376.1,8.67,,,,,
387,12/17/25 10:00:00 AM,379.1,8.94,,,,,
388,12/17/25 10:30:00 AM,384.0,9.41,,,,,
389,12/17/25 11:00:00 AM,388.4,9.85,,,,,
390,12/17/25 11:30:00 AM,392.6,10.31,,,,,
391,12/17/25 12:00:00 PM,397.2,10.78,,,,,
392,12/17/25 12:30:00 PM,401.7,11.25,,,,,
393,12/17/25 01:00:00 PM,407.1,11.79,,,,,
394,12/17/25 01:30:00 PM,412.1,12.29,,,,,
395,12/17/25 02:00:00 PM,417.7,12.81,,,,,
396,12/17/25 02:30:00 PM,429.0,13.87,,,,,
397,12/17/25 03:00:00 PM,426.9,13.66,,,,,
398,12/17/25 03:30:00 PM,425.3,13.49,,,,,
399,12/17/25 04:00:00 PM,424.1,13.38,,,,,
400,12/17/25 04:30:00 PM,423.8,13.37,,,,,
401,12/17/25 05:00:00 PM,421.2,13.08,,,,,
402,12/17/25 05:30:00 PM,420.3,12.98,,,,,
403,12/17/25 06:00:00 PM,418.8,12.82,,,,,
404,12/17/25 06:30:00 PM,418.7,12.76,,,,,
405,12/17/25 07:00:00 PM,417.9,12.68,,,,,
406,12/17/25 07:30:00 PM,415.3,12.41,,,,,
407,12/17/25 08:00:00 PM,416.7,12.53,,,,,
408,12/17/25 08:30:00 PM,414.0,12.29,,,,,
409,12/17/25 09:00:00 PM,413.0,12.16,,,,,
410,12/17/25 09:30:00 PM,413.0,12.16,,,,,
411,12/17/25 10:00:00 PM,412.7,12.13,,,,,
412,12/17/25 10:30:00 PM,411.9,12.07,,,,,
413,12/17/25 11:00:00 PM,413.9,12.19,,,,,
414,12/17/25 11:30:00 PM,411.4,12.02,,,,,
415,12/18/25 12:00:00 AM,411.6,12.03,,,,,
416,12/18/25 12:30:00 AM,410.9,11.98,,,,,
417,12/18/25 01:00:00 AM,409.7,11.92,,,,,
418,12/18/25 01:30:00 AM,409.3,11.88,,,,,
419,12/18/25 02:00:00 AM,409.7,11.91,,,,,
420,12/18/25 02:30:00 AM,409.5,11.87,,,,,
421,12/18/25 03:00:00 AM,408.6,11.81,,,,,
422,12/18/25 03:30:00 AM,409.3,11.85,,,,,
423,12/18/25 04:00:00 AM,409.1,11.82,,,,,
424,12/18/25 04:30:00 AM,408.3,11.79,,,,,
425,12/18/25 05:00:00 AM,408.0,11.75,,,,,
426,12/18/25 05:30:00 AM,407.6,11.74,,,,,
427,12/18/25 06:00:00 AM,407.7,11.74,,,,,
428,12/18/25 06:30:00 AM,407.1,11.69,,,,,
429,12/18/25 07:00:00 AM,406.9,11.66,,,,,
430,12/18/25 07:30:00 AM,406.7,11.63,,,,,
431,12/18/25 08:00:00 AM,406.2,11.59,,,,,
432,12/18/25 08:30:00 AM,406.3,11.60,,,,,
433,12/18/25 09:00:00 AM,406.5,11.60,,,,,
434,12/18/25 09:30:00 AM,408.0,11.75,,,,,
435,12/18/25 10:00:00 AM,410.2,11.95,,,,,
436,12/18/25 10:30:00 AM,413.1,12.23,,,,,
437,12/18/25 11:00:00 AM,415.6,12.44,,,,,
438,12/18/25 11:30:00 AM,417.0,12.61,,,,,
439,12/18/25 12:00:00 PM,417.5,12.71,,,,,
440,12/18/25 12:30:00 PM,418.2,12.82,,,,,
441,12/18/25 01:00:00 PM,420.3,13.03,,,,,
442,12/18/25 01:30:00 PM,422.3,13.20,,,,,
443,12/18/25 02:00:00 PM,424.7,13.42,,,,,
444,12/18/25 02:30:00 PM,427.2,13.63,,,,,
445,12/18/25 03:00:00 PM,428.1,13.74,,,,,
446,12/18/25 03:30:00 PM,427.1,13.64,,,,,
447,12/18/25 04:00:00 PM,426.8,13.64,,,,,
448,12/18/25 04:30:00 PM,426.6,13.59,,,,,
449,12/18/25 05:00:00 PM,421.8,13.11,,,,,
450,12/18/25 05:30:00 PM,419.1,12.86,,,,,
451,12/18/25 06:00:00 PM,417.7,12.71,,,,,
452,12/18/25 06:30:00 PM,416.5,12.57,,,,,
453,12/18/25 07:00:00 PM,416.0,12.51,,,,,
