"Plot Title: 22368009"
"#","Date Time, GMT-08:00","Low Range, μS/cm (LGR S/N: 22368009, SEN S/N: 22368009)","Temp, °C (LGR S/N: 22368009, SEN S/N: 22368009)","Coupler Detached (LGR S/N: 22368009)","Coupler Attached (LGR S/N: 22368009)","Host Connected (LGR S/N: 22368009)","Stopped (LGR S/N: 22368009)","End Of File (LGR S/N: 22368009)"
138,02/20/26 11:30:00 AM,337.0,8.76,,,,,
139,02/20/26 12:00:00 PM,340.0,8.73,,,,,
140,02/20/26 12:30:00 PM,345.0,9.18,,,,,
141,02/20/26 01:00:00 PM,343.8,9.02,,,,,
142,02/20/26 01:30:00 PM,350.6,9.26,,,,,
143,02/20/26 02:00:00 PM,355.4,9.58,,,,,
144,02/20/26 02:30:00 PM,353.9,9.54,,,,,
145,02/20/26 03:00:00 PM,356.6,9.76,,,,,
146,02/20/26 03:30:00 PM,359.1,10.04,,,,,
147,02/20/26 04:00:00 PM,359.3,10.09,,,,,
148,02/20/26 04:30:00 PM,361.9,10.20,,,,,
149,02/20/26 05:00:00 PM,363.9,10.28,,,,,
150,02/20/26 05:30:00 PM,376.3,10.67,,,,,
151,02/20/26 06:00:00 PM,381.6,10.75,,,,,
152,02/20/26 06:30:00 PM,386.4,11.04,,,,,
153,02/20/26 07:00:00 PM,391.8,11.07,,,,,
154,02/20/26 07:30:00 PM,392.7,11.07,,,,,
155,02/20/26 08:00:00 PM,393.5,11.10,,,,,
156,02/20/26 08:30:00 PM,393.8,11.05,,,,,
157,02/20/26 09:00:00 PM,397.5,10.96,,,,,
158,02/20/26 09:30:00 PM,400.4,10.90,,,,,
159,02/20/26 10:00:00 PM,398.8,10.81,,,,,
160,02/20/26 10:30:00 PM,395.8,10.72,,,,,
161,02/20/26 11:00:00 PM,397.2,10.59,,,,,
162,02/20/26 11:30:00 PM,390.9,10.52,,,,,
163,02/21/26 12:00:00 AM,387.8,10.41,,,,,
164,02/21/26 12:30:00 AM,383.4,10.30,,,,,
165,02/21/26 01:00:00 AM,384.8,10.22,,,,,
166,02/21/26 01:30:00 AM,383.6,10.13,,,,,
167,02/21/26 02:00:00 AM,376.8,10.02,,,,,
168,02/21/26 02:30:00 AM,376.2,9.96,,,,,
169,02/21/26 03:00:00 AM,375.4,9.81,,,,,
170,02/21/26 03:30:00 AM,374.3,9.68,,,,,
171,02/21/26 04:00:00 AM,373.2,9.58,,,,,
172,02/21/26 04:30:00 AM,372.5,9.50,,,,,
173,02/21/26 05:00:00 AM,372.1,9.42,,,,,
174,02/21/26 05:30:00 AM,370.9,9.27,,,,,
175,02/21/26 06:00:00 AM,369.3,9.11,,,,,
176,02/21/26 06:30:00 AM,368.9,9.00,,,,,
177,02/21/26 07:00:00 AM,369.8,8.97,,,,,
178,02/21/26 07:30:00 AM,370.8,8.94,,,,,
179,02/21/26 08:00:00 AM,372.1,8.92,,,,,
180,02/21/26 08:30:00 AM,372.6,8.92,,,,,
181,02/21/26 09:00:00 AM,375.9,8.99,,,,,
182,02/21/26 09:30:00 AM,377.0,9.05,,,,,
183,02/21/26 10:00:00 AM,378.4,9.26,,,,,
184,02/21/26 10:30:00 AM,380.0,9.54,,,,,
185,02/21/26 11:00:00 AM,380.4,9.80,,,,,
186,02/21/26 11:30:00 AM,380.1,9.99,,,,,
187,02/21/26 12:00:00 PM,380.8,10.15,,,,,
188,02/21/26 12:30:00 PM,382.8,10.37,,,,,
189,02/21/26 01:00:00 PM,388.2,10.78,,,,,
190,02/21/26 01:30:00 PM,387.0,10.80,,,,,
191,02/21/26 02:00:00 PM,389.9,11.22,,,,,
192,02/21/26 02:30:00 PM,387.2,11.32,,,,,
193,02/21/26 03:00:00 PM,394.5,12.02,,,,,
194,02/21/26 03:30:00 PM,395.1,12.16,,,,,
195,02/21/26 04:00:00 PM,405.6,12.55,,,,,
196,02/21/26 04:30:00 PM,419.7,12.73,,,,,
197,02/21/26 05:00:00 PM,437.6,12.93,,,,,
198,02/21/26 05:30:00 PM,431.3,12.88,,,,,
199,02/21/26 06:00:00 PM,406.1,12.55,,,,,
200,02/21/26 06:30:00 PM,425.2,12.72,,,,,
201,02/21/26 07:00:00 PM,439.4,12.60,,,,,
202,02/21/26 07:30:00 PM,447.1,12.65,,,,,
203,02/21/26 08:00:00 PM,449.8,12.72,,,,,
204,02/21/26 08:30:00 PM,452.9,12.69,,,,,
205,02/21/26 09:00:00 PM,450.7,12.64,,,,,
206,02/21/26 09:30:00 PM,448.7,12.55,,,,,
207,02/21/26 10:00:00 PM,447.8,12.48,,,,,
208,02/21/26 10:30:00 PM,442.9,12.37,,,,,
209,02/21/26 11:00:00 PM,438.0,12.23,,,,,
210,02/21/26 11:30:00 PM,432.4,12.09,,,,,
211,02/22/26 12:00:00 AM,430.1,12.00,,,,,
212,02/22/26 12:30:00 AM,427.2,11.85,,,,,
213,02/22/26 01:00:00 AM,426.0,11.72,,,,,
214,02/22/26 01:30:00 AM,425.3,11.63,,,,,
215,02/22/26 02:00:00 AM,424.2,11.54,,,,,
216,02/22/26 02:30:00 AM,423.1,11.48,,,,,
217,02/22/26 03:00:00 AM,424.0,11.41,,,,,
218,02/22/26 03:30:00 AM,429.8,11.17,,,,,
219,02/22/26 04:00:00 AM,442.2,11.05,,,,,
220,02/22/26 04:30:00 AM,449.2,10.96,,,,,
221,02/22/26 05:00:00 AM,453.6,10.85,,,,,
222,02/22/26 05:30:00 AM,446.0,10.76,,,,,
223,02/22/26 06:00:00 AM,441.6,10.67,,,,,
224,02/22/26 06:30:00 AM,439.4,10.63,,,,,
225,02/22/26 07:00:00 AM,438.4,10.55,,,,,
226,02/22/26 07:30:00 AM,436.4,10.53,,,,,
227,02/22/26 08:00:00 AM,436.7,10.47,,,,,
228,02/22/26 08:30:00 AM,438.1,10.52,,,,,
229,02/22/26 09:00:00 AM,440.6,10.58,,,,,
230,02/22/26 09:30:00 AM,443.7,10.67,,,,,
231,02/22/26 10:00:00 AM,444.7,10.89,,,,,
232,02/22/26 10:30:00 AM,445.9,11.10,,,,,
233,02/22/26 11:00:00 AM,441.0,11.20,,,,,
234,02/22/26 11:30:00 AM,444.7,11.43,,,,,
235,02/22/26 12:00:00 PM,452.9,11.64,,,,,
236,02/22/26 12:30:00 PM,448.8,11.91,,,,,
237,02/22/26 01:00:00 PM,452.0,12.21,,,,,
238,02/22/26 01:30:00 PM,457.7,12.69,,,,,
239,02/22/26 02:00:00 PM,461.3,12.90,,,,,
240,02/22/26 02:30:00 PM,463.3,13.17,,,,,
241,02/22/26 03:00:00 PM,465.9,13.28,,,,,
242,02/22/26 03:30:00 PM,465.7,13.76,,,,,
243,02/22/26 04:00:00 PM,472.9,13.91,,,,,
244,02/22/26 04:30:00 PM,475.9,14.07,,,,,
245,02/22/26 05:00:00 PM,485.3,14.26,,,,,
246,02/22/26 05:30:00 PM,488.2,14.37,,,,,
247,02/22/26 06:00:00 PM,489.9,14.35,,,,,
248,02/22/26 06:30:00 PM,486.5,14.33,,,,,
249,02/22/26 07:00:00 PM,493.2,14.46,,,,,
250,02/22/26 07:30:00 PM,490.3,14.42,,,,,
251,02/22/26 08:00:00 PM,506.1,14.77,,,,,
252,02/22/26 08:30:00 PM,505.6,14.43,,,,,
253,02/22/26 09:00:00 PM,505.0,14.64,,,,,
254,02/22/26 09:30:00 PM,505.3,14.60,,,,,
255,02/22/26 10:00:00 PM,503.8,14.54,,,,,
256,02/22/26 10:30:00 PM,502.7,14.46,,,,,
257,02/22/26 11:00:00 PM,500.0,14.38,,,,,
258,02/22/26 11:30:00 PM,498.8,14.35,,,,,
259,02/23/26 12:00:00 AM,496.6,14.27,,,,,
260,02/23/26 12:30:00 AM,495.7,14.18,,,,,
261,02/23/26 01:00:00 AM,489.6,14.10,,,,,
262,02/23/26 01:30:00 AM,484.1,13.93,,,,,
263,02/23/26 02:00:00 AM,483.6,13.81,,,,,
264,02/23/26 02:30:00 AM,481.6,13.76,,,,,
265,02/23/26 03:00:00 AM,479.2,13.65,,,,,
266,02/23/26 03:30:00 AM,479.3,13.58,,,,,
267,02/23/26 04:00:00 AM,480.6,13.51,,,,,
268,02/23/26 04:30:00 AM,478.7,13.42,,,,,
269,02/23/26 05:00:00 AM,479.1,13.31,,,,,
270,02/23/26 05:30:00 AM,478.4,13.22,,,,,
271,02/23/26 06:00:00 AM,486.3,13.18,,,,,
272,02/23/26 06:30:00 AM,476.1,13.15,,,,,
273,02/23/26 07:00:00 AM,476.9,13.10,,,,,
274,02/23/26 07:30:00 AM,477.0,13.06,,,,,
275,02/23/26 08:00:00 AM,476.6,13.05,,,,,
276,02/23/26 08:30:00 AM,477.9,13.09,,,,,
277,02/23/26 09:00:00 AM,478.1,13.15,,,,,
278,02/23/26 09:30:00 AM,479.5,13.25,,,,,
279,02/23/26 10:00:00 AM,480.9,13.41,,,,,
280,02/23/26 10:30:00 AM,481.2,13.47,,,,,
281,02/23/26 11:00:00 AM,482.3,13.59,,,,,
282,02/23/26 11:30:00 AM,483.8,13.75,,,,,
283,02/23/26 12:00:00 PM,486.4,14.00,,,,,
284,02/23/26 12:30:00 PM,491.0,14.18,,,,,
285,02/23/26 01:00:00 PM,492.1,14.58,,,,,
286,02/23/26 01:30:00 PM,493.8,14.74,,,,,
287,02/23/26 02:00:00 PM,498.9,15.14,,,,,
288,02/23/26 02:30:00 PM,508.0,15.60,,,,,
289,02/23/26 03:00:00 PM,509.1,15.75,,,,,
290,02/23/26 03:30:00 PM,515.3,16.16,,,,,
291,02/23/26 04:00:00 PM,516.8,16.17,,,,,
292,02/23/26 04:30:00 PM,519.7,16.26,,,,,
293,02/23/26 05:00:00 PM,517.0,16.27,,,,,
294,02/23/26 05:30:00 PM,516.9,16.23,,,,,
295,02/23/26 06:00:00 PM,518.1,16.23,,,,,
296,02/23/26 06:30:00 PM,516.6,16.20,,,,,
297,02/23/26 07:00:00 PM,516.0,16.17,,,,,
298,02/23/26 07:30:00 PM,515.5,16.14,,,,,
299,02/23/26 08:00:00 PM,517.1,16.09,,,,,
300,02/23/26 08:30:00 PM,514.2,16.06,,,,,
301,02/23/26 09:00:00 PM,522.8,16.01,,,,,
302,02/23/26 09:30:00 PM,514.1,15.98,,,,,
303,02/23/26 10:00:00 PM,514.4,15.94,,,,,
304,02/23/26 10:30:00 PM,514.3,15.91,,,,,
305,02/23/26 11:00:00 PM,514.0,15.89,,,,,
306,02/23/26 11:30:00 PM,513.2,15.86,,,,,
307,02/24/26 12:00:00 AM,512.3,15.83,,,,,
308,02/24/26 12:30:00 AM,511.0,15.80,,,,,
309,02/24/26 01:00:00 AM,510.4,15.78,,,,,
310,02/24/26 01:30:00 AM,508.7,15.74,,,,,
311,02/24/26 02:00:00 AM,508.0,15.67,,,,,
312,02/24/26 02:30:00 AM,507.3,15.60,,,,,
313,02/24/26 03:00:00 AM,508.0,15.49,,,,,
314,02/24/26 03:30:00 AM,505.7,15.43,,,,,
315,02/24/26 04:00:00 AM,504.3,15.35,,,,,
316,02/24/26 04:30:00 AM,504.5,15.26,,,,,
317,02/24/26 05:00:00 AM,504.0,15.20,,,,,
318,02/24/26 05:30:00 AM,503.8,15.15,,,,,
319,02/24/26 06:00:00 AM,503.0,15.16,,,,,
320,02/24/26 06:30:00 AM,500.8,15.14,,,,,
321,02/24/26 07:00:00 AM,500.5,15.10,,,,,
322,02/24/26 07:30:00 AM,499.9,15.04,,,,,
323,02/24/26 08:00:00 AM,497.5,15.06,,,,,
324,02/24/26 08:30:00 AM,492.2,14.96,,,,,
325,02/24/26 09:00:00 AM,499.3,14.85,,,,,
326,02/24/26 09:30:00 AM,501.3,14.77,,,,,
327,02/24/26 10:00:00 AM,501.8,14.73,,,,,
328,02/24/26 10:30:00 AM,501.3,14.77,,,,,
329,02/24/26 11:00:00 AM,500.6,14.78,,,,,
330,02/24/26 11:30:00 AM,503.0,14.88,,,,,
331,02/24/26 12:00:00 PM,503.1,15.00,,,,,
332,02/24/26 12:30:00 PM,497.4,15.14,,,,,
333,02/24/26 01:00:00 PM,501.2,15.22,,,,,
334,02/24/26 01:30:00 PM,495.7,15.31,,,,,
335,02/24/26 02:00:00 PM,498.3,15.39,,,,,
336,02/24/26 02:30:00 PM,498.5,15.43,,,,,
337,02/24/26 03:00:00 PM,500.1,15.48,,,,,
338,02/24/26 03:30:00 PM,498.4,15.53,,,,,
339,02/24/26 04:00:00 PM,499.5,15.56,,,,,
340,02/24/26 04:30:00 PM,500.0,15.58,,,,,
341,02/24/26 05:00:00 PM,500.6,15.56,,,,,
342,02/24/26 05:30:00 PM,502.1,15.48,,,,,
343,02/24/26 06:00:00 PM,506.6,15.44,,,,,
344,02/24/26 06:30:00 PM,507.2,15.43,,,,,
345,02/24/26 07:00:00 PM,506.8,15.43,,,,,
346,02/24/26 07:30:00 PM,505.9,15.43,,,,,
347,02/24/26 08:00:00 PM,502.0,15.44,,,,,
348,02/24/26 08:30:00 PM,501.1,15.44,,,,,
349,02/24/26 09:00:00 PM,498.9,15.42,,,,,
350,02/24/26 09:30:00 PM,498.6,15.39,,,,,
351,02/24/26 10:00:00 PM,501.8,15.36,,,,,
352,02/24/26 10:30:00 PM,503.3,15.32,,,,,
353,02/24/26 11:00:00 PM,502.7,15.30,,,,,
354,02/24/26 11:30:00 PM,501.5,15.26,,,,,
355,02/25/26 12:00:00 AM,500.6,15.22,,,,,
356,02/25/26 12:30:00 AM,500.6,15.18,,,,,
357,02/25/26 01:00:00 AM,500.5,15.17,,,,,
358,02/25/26 01:30:00 AM,499.8,15.16,,,,,
359,02/25/26 02:00:00 AM,497.8,15.14,,,,,
360,02/25/26 02:30:00 AM,495.0,15.14,,,,,
361,02/25/26 03:00:00 AM,491.8,15.12,,,,,
362,02/25/26 03:30:00 AM,489.3,15.12,,,,,
363,02/25/26 04:00:00 AM,488.0,15.10,,,,,
364,02/25/26 04:30:00 AM,487.2,15.09,,,,,
365,02/25/26 05:00:00 AM,486.4,15.09,,,,,
366,02/25/26 05:30:00 AM,484.8,15.09,,,,,
367,02/25/26 06:00:00 AM,483.9,15.07,,,,,
368,02/25/26 06:30:00 AM,482.3,15.06,,,,,
369,02/25/26 07:00:00 AM,481.0,15.06,,,,,
370,02/25/26 07:30:00 AM,480.6,15.04,,,,,
371,02/25/26 08:00:00 AM,480.8,15.05,,,,,
372,02/25/26 08:30:00 AM,483.6,15.07,,,,,
373,02/25/26 09:00:00 AM,484.0,15.10,,,,,
374,02/25/26 09:30:00 AM,485.3,15.11,,,,,
375,02/25/26 10:00:00 AM,486.0,15.16,,,,,
376,02/25/26 10:30:00 AM,486.9,15.25,,,,,
377,02/25/26 11:00:00 AM,487.3,15.36,,,,,
378,02/25/26 11:30:00 AM,488.9,15.56,,,,,
379,02/25/26 12:00:00 PM,492.4,15.78,,,,,
380,02/25/26 12:30:00 PM,494.8,15.96,,,,,
381,02/25/26 01:00:00 PM,496.6,16.16,,,,,
382,02/25/26 01:30:00 PM,499.6,16.38,,,,,
383,02/25/26 02:00:00 PM,505.1,16.59,,,,,
384,02/25/26 02:30:00 PM,508.7,16.78,,,,,
385,02/25/26 03:00:00 PM,510.7,16.88,,,,,
386,02/25/26 03:30:00 PM,514.0,17.00,,,,,
387,02/25/26 04:00:00 PM,511.7,17.00,,,,,
388,02/25/26 04:30:00 PM,509.4,16.95,,,,,
389,02/25/26 05:00:00 PM,512.2,17.05,,,,,
390,02/25/26 05:30:00 PM,511.4,17.04,,,,,
391,02/25/26 06:00:00 PM,513.5,17.11,,,,,
392,02/25/26 06:30:00 PM,513.4,17.10,,,,,
393,02/25/26 07:00:00 PM,514.5,17.11,,,,,
394,02/25/26 07:30:00 PM,515.3,17.12,,,,,
395,02/25/26 08:00:00 PM,515.3,17.10,,,,,
396,02/25/26 08:30:00 PM,516.2,17.07,,,,,
397,02/25/26 09:00:00 PM,515.9,17.02,,,,,
398,02/25/26 09:30:00 PM,515.1,16.96,,,,,
399,02/25/26 10:00:00 PM,514.6,16.91,,,,,
400,02/25/26 10:30:00 PM,514.0,16.86,,,,,
401,02/25/26 11:00:00 PM,513.1,16.78,,,,,
402,02/25/26 11:30:00 PM,512.4,16.70,,,,,
403,02/26/26 12:00:00 AM,511.9,16.64,,,,,
404,02/26/26 12:30:00 AM,511.1,16.57,,,,,
405,02/26/26 01:00:00 AM,510.2,16.51,,,,,
406,02/26/26 01:30:00 AM,509.9,16.46,,,,,
407,02/26/26 02:00:00 AM,509.2,16.40,,,,,
408,02/26/26 02:30:00 AM,508.4,16.33,,,,,
409,02/26/26 03:00:00 AM,508.1,16.26,,,,,
410,02/26/26 03:30:00 AM,507.5,16.22,,,,,
411,02/26/26 04:00:00 AM,506.9,16.15,,,,,
412,02/26/26 04:30:00 AM,506.2,16.09,,,,,
413,02/26/26 05:00:00 AM,505.8,16.06,,,,,
414,02/26/26 05:30:00 AM,505.8,16.02,,,,,
415,02/26/26 06:00:00 AM,505.4,15.99,,,,,
416,02/26/26 06:30:00 AM,505.2,15.94,,,,,
417,02/26/26 07:00:00 AM,504.4,15.89,,,,,
418,02/26/26 07:30:00 AM,504.5,15.85,,,,,
419,02/26/26 08:00:00 AM,503.9,15.83,,,,,
420,02/26/26 08:30:00 AM,504.2,15.83,,,,,
421,02/26/26 09:00:00 AM,504.6,15.88,,,,,
422,02/26/26 09:30:00 AM,505.5,15.98,,,,,
423,02/26/26 10:00:00 AM,507.5,16.16,,,,,
424,02/26/26 10:30:00 AM,509.9,16.37,,,,,
425,02/26/26 11:00:00 AM,512.6,16.64,,,,,
426,02/26/26 11:30:00 AM,514.2,16.80,,,,,
427,02/26/26 12:00:00 PM,516.3,16.99,,,,,
428,02/26/26 12:30:00 PM,517.0,17.15,,,,,
429,02/26/26 01:00:00 PM,518.1,17.31,,,,,
430,02/26/26 01:30:00 PM,521.4,17.54,,,,,
431,02/26/26 02:00:00 PM,523.4,17.84,,,,,
432,02/26/26 02:30:00 PM,524.7,17.99,,,,,
433,02/26/26 03:00:00 PM,526.2,18.11,,,,,
434,02/26/26 03:30:00 PM,529.0,18.33,,,,,
435,02/26/26 04:00:00 PM,527.7,18.31,,,,,
436,02/26/26 04:30:00 PM,531.7,18.52,,,,,
437,02/26/26 05:00:00 PM,533.0,18.63,,,,,
438,02/26/26 05:30:00 PM,533.0,18.64,,,,,
439,02/26/26 06:00:00 PM,533.2,18.62,,,,,
440,02/26/26 06:30:00 PM,533.9,18.65,,,,,
441,02/26/26 07:00:00 PM,534.8,18.67,,,,,
442,02/26/26 07:30:00 PM,535.2,18.62,,,,,
443,02/26/26 08:00:00 PM,534.6,18.56,,,,,
444,02/26/26 08:30:00 PM,533.1,18.43,,,,,
445,02/26/26 09:00:00 PM,532.1,18.32,,,,,
446,02/26/26 09:30:00 PM,530.4,18.22,,,,,
447,02/26/26 10:00:00 PM,529.8,18.15,,,,,
448,02/26/26 10:30:00 PM,528.6,18.06,,,,,
449,02/26/26 11:00:00 PM,527.2,17.96,,,,,
450,02/26/26 11:30:00 PM,526.8,17.90,,,,,
451,02/27/26 12:00:00 AM,526.0,17.80,,,,,
452,02/27/26 12:30:00 AM,525.1,17.72,,,,,
453,02/27/26 01:00:00 AM,523.2,17.61,,,,,
